university	kind	prefecture	region	city	faculty	department	field	years	capacity
公立小松大学	公立	石川県	中部	小松市	保健医療学部	看護学科	看護・保健	4	50
公立小松大学	公立	石川県	中部	小松市	保健医療学部	臨床工学科	看護・保健	4	30
公立小松大学	公立	石川県	中部	小松市	国際文化交流学部	国際文化交流学科	文・人文	4	80
公立小松大学	公立	石川県	中部	小松市	生産システム科学部	生産システム科学科	その他	4	80
石川県立大学	公立	石川県	中部	野々市市	生物資源環境学部	環境科学科	農・水産	4	40
石川県立大学	公立	石川県	中部	野々市市	生物資源環境学部	生産科学科	農・水産	4	40
石川県立大学	公立	石川県	中部	野々市市	生物資源環境学部	食品科学科	農・水産	4	40
石川県立看護大学	公立	石川県	中部	かほく市	看護学部	看護学科	看護・保健	4	80
金沢美術工芸大学	公立	石川県	中部	金沢市	美術工芸学部	デザイン科	工学	4	60
金沢美術工芸大学	公立	石川県	中部	金沢市	美術工芸学部	工芸科	工学	4	30
金沢美術工芸大学	公立	石川県	中部	金沢市	美術工芸学部	美術科	工学	4	65
川崎市立看護大学	公立	神奈川県	関東	川崎市	看護学部	看護学科	看護・保健	4	100
横浜市立大学	公立	神奈川県	関東	横浜市	データサイエンス学部	データサイエンス学科	情報	4	60
横浜市立大学	公立	神奈川県	関東	横浜市	医学部	医学科	医学	6	93
横浜市立大学	公立	神奈川県	関東	横浜市	医学部	看護学科	看護・保健	4	100
横浜市立大学	公立	神奈川県	関東	横浜市	国際商学部	国際商学科	経済・経営	4	260
横浜市立大学	公立	神奈川県	関東	横浜市	国際教養学部	国際教養学科	社会・国際	4	270
横浜市立大学	公立	神奈川県	関東	横浜市	理学部	理学科	理学	4	120
神奈川県立保健福祉大学	公立	神奈川県	関東	横須賀市	保健福祉学部	リハビリテーション学科	看護・保健	4	40
神奈川県立保健福祉大学	公立	神奈川県	関東	横須賀市	保健福祉学部	栄養学科	看護・保健	4	40
神奈川県立保健福祉大学	公立	神奈川県	関東	横須賀市	保健福祉学部	看護学科	看護・保健	4	90
神奈川県立保健福祉大学	公立	神奈川県	関東	横須賀市	保健福祉学部	社会福祉学科	看護・保健	4	60
敦賀市立看護大学	公立	福井県	中部	敦賀市	看護学部	看護学科	看護・保健	4	50
福井県立大学	公立	福井県	中部	永平寺町	恐竜学部	恐竜・地質学科	その他	4	30
福井県立大学	公立	福井県	中部	小浜市	海洋生物資源学部	先端増養殖科学科	農・水産	4	30
福井県立大学	公立	福井県	中部	小浜市	海洋生物資源学部	海洋生物資源学科	農・水産	4	50
福井県立大学	公立	福井県	中部	あわら市	生物資源学部	創造農学科	農・水産	4	30
福井県立大学	公立	福井県	中部	永平寺町	生物資源学部	生物資源学科	農・水産	4	50
福井県立大学	公立	福井県	中部	永平寺町	看護福祉学部	看護学科	看護・保健	4	50
福井県立大学	公立	福井県	中部	永平寺町	看護福祉学部	社会福祉学科	看護・保健	4	30
福井県立大学	公立	福井県	中部	永平寺町	経済学部	経営学科	経済・経営	4	100
福井県立大学	公立	福井県	中部	永平寺町	経済学部	経済学科	経済・経営	4	100
九州歯科大学	公立	福岡県	九州沖縄	北九州市	歯学部	口腔保健学科	歯学	4	25
九州歯科大学	公立	福岡県	九州沖縄	北九州市	歯学部	歯学科	歯学	6	95
北九州市立大学	公立	福岡県	九州沖縄	北九州市	国際環境工学部	建築デザイン学科	工学	4	50
北九州市立大学	公立	福岡県	九州沖縄	北九州市	国際環境工学部	情報システム工学科	情報	4	70
北九州市立大学	公立	福岡県	九州沖縄	北九州市	国際環境工学部	機械システム工学科	工学	4	45
北九州市立大学	公立	福岡県	九州沖縄	北九州市	国際環境工学部	環境化学工学科	工学	4	45
北九州市立大学	公立	福岡県	九州沖縄	北九州市	国際環境工学部	生命工学科	工学	4	45
北九州市立大学	公立	福岡県	九州沖縄	北九州市	地域創生学群	地域創生学類	社会・国際	4	120
北九州市立大学	公立	福岡県	九州沖縄	北九州市	外国語学部	中国学科	その他	4	50
北九州市立大学	公立	福岡県	九州沖縄	北九州市	外国語学部	国際関係学科	社会・国際	4	80
北九州市立大学	公立	福岡県	九州沖縄	北九州市	外国語学部	英米学科	その他	4	135
北九州市立大学	公立	福岡県	九州沖縄	北九州市	文学部	人間関係学科	文・人文	4	80
北九州市立大学	公立	福岡県	九州沖縄	北九州市	文学部	比較文化学科	理学	4	142
北九州市立大学	公立	福岡県	九州沖縄	北九州市	法学部	政策科学科	法学	4	76
北九州市立大学	公立	福岡県	九州沖縄	北九州市	法学部	法律学科	法学	4	177
北九州市立大学	公立	福岡県	九州沖縄	北九州市	経済学部	経営情報学科	情報	4	142
北九州市立大学	公立	福岡県	九州沖縄	北九州市	経済学部	経済学科	経済・経営	4	142
福岡女子大学	公立	福岡県	九州沖縄	福岡市	国際文理学部	国際教養学科	理学	4	135
福岡女子大学	公立	福岡県	九州沖縄	福岡市	国際文理学部	環境科学科	理学	4	70
福岡女子大学	公立	福岡県	九州沖縄	福岡市	国際文理学部	食・健康学科	理学	4	35
福岡県立大学	公立	福岡県	九州沖縄	田川市	人間社会学部	人間形成学科	社会・国際	4	50
福岡県立大学	公立	福岡県	九州沖縄	田川市	人間社会学部	公共社会学科	社会・国際	4	50
福岡県立大学	公立	福岡県	九州沖縄	田川市	人間社会学部	社会福祉学科	社会・国際	4	50
福岡県立大学	公立	福岡県	九州沖縄	田川市	看護学部	看護学科	看護・保健	4	90
会津大学	公立	福島県	東北	会津若松市	コンピュータ理工学部	コンピュータ理工学科	情報	4	240
福島県立医科大学	公立	福島県	東北	福島市	保健科学部	作業療法学科	看護・保健	4	40
福島県立医科大学	公立	福島県	東北	福島市	保健科学部	理学療法学科	看護・保健	4	40
福島県立医科大学	公立	福島県	東北	福島市	保健科学部	臨床検査学科	看護・保健	4	40
福島県立医科大学	公立	福島県	東北	福島市	保健科学部	診療放射線科学科	看護・保健	4	25
福島県立医科大学	公立	福島県	東北	福島市	医学部	医学科	医学	6	130
福島県立医科大学	公立	福島県	東北	福島市	看護学部	看護学科	看護・保健	4	84
国際教養大学	公立	秋田県	東北	秋田市	国際教養学部	国際教養学科	社会・国際	4	175
秋田公立美術大学	公立	秋田県	東北	秋田市	美術学部	美術学科	芸術	4	100
秋田県立大学	公立	秋田県	東北	由利本荘市	システム科学技術学部	建築環境システム学科	工学	4	40
秋田県立大学	公立	秋田県	東北	由利本荘市	システム科学技術学部	情報工学科	情報	4	40
秋田県立大学	公立	秋田県	東北	由利本荘市	システム科学技術学部	機械工学科	工学	4	60
秋田県立大学	公立	秋田県	東北	由利本荘市	システム科学技術学部	知能メカトロニクス学科	情報	4	60
秋田県立大学	公立	秋田県	東北	由利本荘市	システム科学技術学部	経営システム工学科	工学	4	40
秋田県立大学	公立	秋田県	東北	秋田市	生物資源科学部	アグリビジネス学科	農・水産	4	40
秋田県立大学	公立	秋田県	東北	秋田市	生物資源科学部	応用生物科学科	農・水産	4	40
秋田県立大学	公立	秋田県	東北	秋田市	生物資源科学部	生物環境科学科	農・水産	4	30
秋田県立大学	公立	秋田県	東北	秋田市	生物資源科学部	生物生産科学科	農・水産	4	40
前橋工科大学	公立	群馬県	関東	前橋市	工学部	建築・都市・環境工学群	工学	4	132
前橋工科大学	公立	群馬県	関東	前橋市	工学部	情報・生命工学群	情報	4	132
群馬県立女子大学	公立	群馬県	関東	玉村町	国際コミュニケーション学部	グローバル・コミュニケーション課程	社会・国際	4	30
群馬県立女子大学	公立	群馬県	関東	玉村町	国際コミュニケーション学部	グローバル社会システム課程	社会・国際	4	30
群馬県立女子大学	公立	群馬県	関東	玉村町	文学部	国文学科	文・人文	4	50
群馬県立女子大学	公立	群馬県	関東	玉村町	文学部	文化情報学科	情報	4	30
群馬県立女子大学	公立	群馬県	関東	玉村町	文学部	美学美術史学科	芸術	4	30
群馬県立女子大学	公立	群馬県	関東	玉村町	文学部	英米文化学科	理学	4	40
群馬県立県民健康科学大学	公立	群馬県	関東	前橋市	看護学部	看護学科	看護・保健	4	80
群馬県立県民健康科学大学	公立	群馬県	関東	前橋市	診療放射線学部	診療放射線学科	看護・保健	4	35
高崎経済大学	公立	群馬県	関東	高崎市	地域政策学部	地域づくり学科	社会・国際	4	150
高崎経済大学	公立	群馬県	関東	高崎市	地域政策学部	地域政策学科	社会・国際	4	150
高崎経済大学	公立	群馬県	関東	高崎市	地域政策学部	観光政策学科	社会・国際	4	120
高崎経済大学	公立	群馬県	関東	高崎市	経済学部	国際学科	経済・経営	4	80
高崎経済大学	公立	群馬県	関東	高崎市	経済学部	経営学科	経済・経営	4	200
高崎経済大学	公立	群馬県	関東	高崎市	経済学部	経済学科	経済・経営	4	200
茨城県立医療大学	公立	茨城県	関東	阿見町	保健医療学部	作業療法学科	看護・保健	4	40
茨城県立医療大学	公立	茨城県	関東	阿見町	保健医療学部	放射線技術科学科	看護・保健	4	40
茨城県立医療大学	公立	茨城県	関東	阿見町	保健医療学部	理学療法学科	看護・保健	4	40
茨城県立医療大学	公立	茨城県	関東	阿見町	保健医療学部	看護学科	看護・保健	4	50
長崎県立大学	公立	長崎県	九州沖縄	長与町	国際社会学部	国際社会学科	社会・国際	4	60
長崎県立大学	公立	長崎県	九州沖縄	佐世保市	地域創造学部	公共政策学科	社会・国際	4	120
長崎県立大学	公立	長崎県	九州沖縄	佐世保市	地域創造学部	実践経済学科	経済・経営	4	130
長崎県立大学	公立	長崎県	九州沖縄	長与町	情報システム学部	情報システム学科	情報	4	40
長崎県立大学	公立	長崎県	九州沖縄	長与町	情報システム学部	情報セキュリティ学科	情報	4	80
長崎県立大学	公立	長崎県	九州沖縄	長与町	看護栄養学部	栄養健康学科	看護・保健	4	40
長崎県立大学	公立	長崎県	九州沖縄	長与町	看護栄養学部	看護学科	看護・保健	4	60
長崎県立大学	公立	長崎県	九州沖縄	佐世保市	経営学部	国際経営学科	経済・経営	4	60
長崎県立大学	公立	長崎県	九州沖縄	佐世保市	経営学部	経営学科	経済・経営	4	140
公立諏訪東京理科大学	公立	長野県	中部	茅野市	工学部	情報応用工学科	情報	4	150
公立諏訪東京理科大学	公立	長野県	中部	茅野市	工学部	機械電気工学科	工学	4	150
長野大学	公立	長野県	中部	上田市	企業情報学部	企業情報学科	情報	4	95
長野大学	公立	長野県	中部	上田市	環境ツーリズム学部	環境ツーリズム学科	社会・国際	4	95
長野大学	公立	長野県	中部	上田市	社会福祉学部	社会福祉学科	社会・国際	4	150
長野県看護大学	公立	長野県	中部	駒ヶ根市	看護学部	看護学科	看護・保健	4	80
長野県立大学	公立	長野県	中部	長野市	グローバルマネジメント学部	グローバルマネジメント学科	その他	4	170
長野県立大学	公立	長野県	中部	長野市	健康発達学部	こども学科	その他	4	40
長野県立大学	公立	長野県	中部	長野市	健康発達学部	食健康学科	その他	4	30
青森公立大学	公立	青森県	東北	青森市	経営経済学部	地域みらい学科	経済・経営	4	45
青森公立大学	公立	青森県	東北	青森市	経営経済学部	経営学科	経済・経営	4	125
青森公立大学	公立	青森県	東北	青森市	経営経済学部	経済学科	経済・経営	4	130
青森県立保健大学	公立	青森県	東北	青森市	健康科学部	栄養学科	体育	4	30
青森県立保健大学	公立	青森県	東北	青森市	健康科学部	理学療法学科	理学	4	31
青森県立保健大学	公立	青森県	東北	青森市	健康科学部	看護学科	看護・保健	4	105
青森県立保健大学	公立	青森県	東北	青森市	健康科学部	社会福祉学科	体育	4	50
静岡文化芸術大学	公立	静岡県	中部	浜松市	デザイン学部	デザイン学科	芸術	4	110
静岡文化芸術大学	公立	静岡県	中部	浜松市	文化政策学部	国際文化学科	理学	4	100
静岡文化芸術大学	公立	静岡県	中部	浜松市	文化政策学部	文化政策学科	文・人文	4	55
静岡文化芸術大学	公立	静岡県	中部	浜松市	文化政策学部	芸術文化学科	理学	4	55
静岡県立大学	公立	静岡県	中部	静岡市	国際関係学部	国際言語文化学科	理学	4	120
静岡県立大学	公立	静岡県	中部	静岡市	国際関係学部	国際関係学科	社会・国際	4	60
静岡県立大学	公立	静岡県	中部	静岡市	看護学部	看護学科	看護・保健	4	120
静岡県立大学	公立	静岡県	中部	静岡市	経営情報学部	経営情報学科	情報	4	125
